POST_C;PLANT_C;INDUS_TYPE;CAI;LPC;CGL_C;YEAR_MONTH;PROD_QT;CREATION_DT;UPDATE_DT;MATERIAL_C
KM;VIT;MC;390662;R;K390662R001;201712;3353;05/11/2020 10:49;;ML_C
KM;VIT;MC;446848;A;K446848A001;201712;1154;05/11/2020 10:49;;ML_C
KM;VIT;MC;370933;B;K370933B003;201710;1416;05/11/2020 10:49;;ML_D
KM;VIT;EL;421991;A;E408906HL03;201710;56;05/11/2020 10:49;;ML_C
KM;VIT;EL;421991;A;E408906HK04;201711;0;05/11/2020 10:49;;ML_C
KM;OLS;MI;698302;R;R698302R006;201709;0;05/11/2020 10:49;;ML_C
KM;OLS;MI;512212;P;R512212P005;201709;6;05/11/2020 10:49;;ML_D
KM;VIT;EL;421991;A;E408906HK03;201711;22;05/11/2020 10:49;;ML_C
KM;VLD;MC;154255;S;K154255S006;201711;428;05/11/2020 10:49;;ML_D
KM;VIT;EL;601199;A;E429134C002;201712;5;05/11/2020 10:49;;ML_C
KM;VIT;;694822;A;K694822A013;201705;9386;05/11/2020 10:49;;ML_D
KM;VIT;MC;194560;A;K194560A001;201801;0;05/11/2020 10:49;;ML_C
KM;VIT;;331863;A;K331863A003;201705;1047;05/11/2020 10:49;;ML_D
KM;VIT;MC;839697;A;K839697A004;201801;0;05/11/2020 10:49;;ML_D
KM;NYH;MC;111997;B;K111997B056;201708;0;05/11/2020 10:49;;ML_A
KM;VLD;MC;154255;A;K154255A005;201702;8725;05/11/2020 10:49;;ML_D
KM;BBG;EL;516105;A;E429122B001;201712;37;05/11/2020 10:49;;ML_D
KM;TC2;MI;507788;Z;R507788A008;201711;9;05/11/2020 10:49;;ML_D
KM;VLD;MC;621969;A;K621969A002;201701;9213;05/11/2020 10:49;;ML_D
KM;BKR;MC;694822;A;K694822A004;201704;0;05/11/2020 10:49;;ML_D
KM;BKR;MC;786593;A;K786593A011;201712;14812;05/11/2020 10:49;;ML_D
KM;BKR;MC;370933;A;K370933A011;201712;2925;05/11/2020 10:49;;ML_D
KM;CHO;MC;489162;A;K489162A001;201712;936;05/11/2020 10:49;;ML_C
KM;VLD;;299295;A;E408782MA01;201705;101;05/11/2020 10:49;;ML_C
KM;BBG;MI;439623;A;R439623A003;201712;10;05/11/2020 10:49;;ML_C
KM;NYH;EL;400882;A;E408943KC04;201704;0;05/11/2020 10:49;;ML_D
KM;NYH;MC;698412;C;K698412C004;201707;0;05/11/2020 10:49;;ML_A
KM;NYH;MC;184228;B;K184228B019;201707;0;05/11/2020 10:49;;ML_B
KM;TC2;EL;424578;Z;E408963D001;201612;0;05/11/2020 10:49;;ML_D
KM;TC2;;386680;C;R386680A010;201702;17;05/11/2020 10:49;;ML_D
KM;TC2;MI;386680;B;R386680A007;201701;4;05/11/2020 10:49;;ML_D
KM;TC2;EL;424578;Z;E408963D001;201611;3;05/11/2020 10:49;;ML_D
KM;VIT;EL;959429;A;E429092BA02;201710;26;05/11/2020 10:49;;ML_C
KM;BBG;MC;112293;A;K112293A001;201704;13139;05/11/2020 10:49;;ML_D
KM;VLD;MI;408567;A;R408567A004;201701;13;05/11/2020 10:49;;ML_D
KM;CNO;MC;315928;B;K315928B026;201704;961;05/11/2020 10:49;;ML_A
KM;VLD;MC;754588;R;K754588R001;201802;4074;05/11/2020 10:49;;ML_C
KM;VLD;MC;745413;A;K745413A008;201801;13606;05/11/2020 10:49;;ML_D
KM;CNO;MC;607946;S;K607946S001;201710;366;05/11/2020 10:49;;ML_D
KM;BBG;MC;380566;A;K380566A031;201709;7751;05/11/2020 10:49;;ML_D
KM;VLD;;835325;S;K835325S011;201703;3865;05/11/2020 10:49;;ML_B
KM;VLD;;380566;A;K380566A018;201704;12493;05/11/2020 10:49;;ML_D
KM;BKR;MC;195540;A;K195540A001;201711;0;05/11/2020 10:49;;ML_D
KM;NYH;MC;440708;C;K440708C003;201711;52;05/11/2020 10:49;;ML_A
KM;OLS;MI;694822;P;R694822P007;201710;40;05/11/2020 10:49;;ML_D
KM;VLD;MC;154255;A;K154255A011;201802;0;05/11/2020 10:49;;ML_D
KM;VLD;MC;745413;A;K745413A008;201802;7229;05/11/2020 10:49;;ML_D
KM;BBG;MC;112293;A;K112293A002;201801;8439;05/11/2020 10:49;;ML_D
KM;VLD;MI;215021;R;R215021R006;201707;0;05/11/2020 10:49;;ML_C
KM;VIT;MC;572820;A;K572820A011;201706;36;05/11/2020 10:49;;ML_D
KM;VIT;MI;233188;R;R233188R005;201707;30;05/11/2020 10:49;;ML_C
KM;VLD;MC;154255;A;K154255A001;201706;0;05/11/2020 10:49;;ML_D
KM;VLD;MC;538815;A;K538815A006;201705;1636;05/11/2020 10:49;;ML_D
KM;NYH;EL;400882;A;E408943GA02;201701;0;05/11/2020 10:49;;ML_D
KM;NYH;EL;400882;A;E408943KA01;201611;7;05/11/2020 10:49;;ML_D
KM;NYH;MC;223971;A;K223971A014;201701;1952;05/11/2020 10:49;;ML_A
KM;NYH;EL;400882;A;E408943GA01;201702;0;05/11/2020 10:49;;ML_D
KM;NYH;EL;400882;A;E408943JB02;201703;7;05/11/2020 10:49;;ML_D
KM;BBG;MC;364747;A;K364747A001;201702;1702;05/11/2020 10:49;;ML_D
KM;CNO;MC;455435;A;K455435A013;201711;13066;05/11/2020 10:49;;ML_D
KM;CNO;MC;731510;A;K731510A005;201711;3303;05/11/2020 10:49;;ML_D
KM;VLD;MC;144866;A;K144866A012;201709;7875;05/11/2020 10:49;;ML_D
KM;VIT;MI;983091;A;R983091A003;201704;0;05/11/2020 10:49;;ML_D
KM;VIT;;572820;A;K572820A009;201708;0;05/11/2020 10:49;;ML_D
KM;VLD;MI;996785;R;R996785R006;201709;14;05/11/2020 10:49;;ML_C
KM;CNO;MC;468760;A;K468760A003;201712;1637;05/11/2020 10:49;;ML_C
KM;TC2;MI;524245;A;R524245A001;201704;5;05/11/2020 10:49;;ML_D
KM;NYH;;710421;B;K710421B031;201703;12;05/11/2020 10:49;;ML_B
KM;BBG;MC;112293;A;K112293A001;201705;280;05/11/2020 10:49;;ML_D
KM;VIT;EL;959429;A;E408775WA02;201706;24;05/11/2020 10:49;;ML_C
KM;UFR;MC;960013;R;K960013R028;201702;0;05/11/2020 10:49;;ML_B
KM A;UFR;MC;542075;A;K542075A023;201701;0;05/11/2020 10:49;;ML_A
KM;UFR;MC;542075;A;K542075A023;201701;0;05/11/2020 10:49;;ML_A
KM A;UFR;MC;151206;C;K151206C031;201701;0;05/11/2020 10:49;;ML_B
KM;UFR;MC;151206;C;K151206C031;201701;0;05/11/2020 10:49;;ML_B
KM;CNO;MC;694822;S;K694822S001;201705;909;05/11/2020 10:49;;ML_D
KM;NYH;MC;693417;A;K693417A005;201703;0;05/11/2020 10:49;;ML_A
KM;BBG;MI;238221;R;R238221R007;201708;20;05/11/2020 10:49;;ML_C
KM;VIT;MI;453031;R;R453031R006;201707;17;05/11/2020 10:49;;ML_C
KM;VLD;;819749;C;K819749C017;201702;11;05/11/2020 10:49;;ML_B
KM;CHO;MC;100706;A;K100706A002;201802;0;05/11/2020 10:49;;ML_C
KM;NYH;MC;698412;C;K698412C006;201709;0;05/11/2020 10:49;;ML_A
KM;NYH;MC;525495;F;K525495F005;201801;0;05/11/2020 10:49;;ML_A
KM;BKR;MI;885301;R;R885301R005;201710;20;05/11/2020 10:49;;ML_C
KM;VLD;MI;125768;R;R125768R005;201711;41;05/11/2020 10:49;;ML_C
KM;OLS;MC;850047;B;K850047B001;201802;0;05/11/2020 10:49;;ML_D
KM;NYH;MI;330830;A;R330830A005;201708;0;05/11/2020 10:49;;ML_D
KM;NYH;EL;400882;A;E408943KE02;201710;196;05/11/2020 10:49;;ML_D
KM;NYH;MC;560546;A;K560546A013;201710;1028;05/11/2020 10:49;;ML_B
KM;NYH;MC;777723;A;K777723A012;201704;0;05/11/2020 10:49;;ML_A
KM;NYH;MI;320613;A;R320613A013;201708;0;05/11/2020 10:49;;ML_D
KM;TC2;MI;386680;B;R386680A013;201705;100;05/11/2020 10:49;;ML_D
KM;VLD;MC;34424;A;K034424A012;201507;2215;05/11/2020 10:49;;ML_B
KM;VLD;EL;34424;A;E408264DA01;201303;12;05/11/2020 10:49;;ML_B
KM;CHO;MI;891682;A;R891682A001;201710;14;05/11/2020 10:50;;ML_D
KM;VLD;MC;34424;B;K034424B007;201507;847;05/11/2020 10:50;;ML_B
KM;BKR;MC;694822;A;K694822A004;201612;15585;05/11/2020 10:49;;ML_D
KM;BKR;MC;151206;K;K151206K006;201703;6997;05/11/2020 10:49;;ML_B
KM;BKR;MC;814956;A;K814956A001;201704;0;05/11/2020 10:49;;ML_D
KM;BKR;MC;151206;K;K151206K005;201611;0;05/11/2020 10:49;;ML_B
KM;CNO;EL;120101;A;E408984A001;201612;10;05/11/2020 10:49;;ML_B
KM;CNO;MC;694822;A;K694822A002;201612;0;05/11/2020 10:49;;ML_D
KM;CNO;MC;607946;A;K607946A002;201702;6027;05/11/2020 10:49;;ML_D
KM;CNO;MC;557842;A;K557842A016;201612;0;05/11/2020 10:49;;ML_B
KM;CNO;MC;380566;A;K380566A016;201703;14575;05/11/2020 10:49;;ML_D
KM;BBG;MI;489162;T;R489162T001;201709;25;05/11/2020 10:49;;ML_C
KM;VIT;;983091;A;K983091A001;201704;0;05/11/2020 10:49;;ML_D
KM A;UFR;MC;835325;S;K835325S002;201712;0;05/11/2020 10:49;;ML_B
KM;UFR;MC;835325;S;K835325S002;201712;0;05/11/2020 10:49;;ML_B
KM;CHO;MI;76404;B;R076404B001;201802;16;05/11/2020 10:49;;ML_D
KM;OLS;MC;916421;B;K916421B002;201802;0;05/11/2020 10:49;;ML_D
KM;OLS;MC;916421;B;K916421B007;201802;489;05/11/2020 10:49;;ML_D
KM A;UFR;MC;169622;A;K169622A033;201712;0;05/11/2020 10:49;;ML_B
KM;UFR;MC;169622;A;K169622A033;201712;0;05/11/2020 10:49;;ML_B
KM;DUN;EL;282908;A;E433379D001;201802;38;05/11/2020 10:49;;ML_C
KM;OLS;MI;494228;R;R494228R003;201709;5;05/11/2020 10:49;;ML_C
KM;TC2;MI;737532;A;R737532A001;201709;5;05/11/2020 10:49;;ML_D
KM;NYH;MC;378669;A;K378669A021;202301;176;04/02/2023 22:56;25/02/2023 23:16;ML_D
KM;VLD;MC;112781;A;K112781A020;201709;2346;05/11/2020 10:49;;ML_B
KM;VLD;MI;635100;A;R635100A003;201706;21;05/11/2020 10:49;;ML_D
KM;CNO;;370933;A;K370933A004;201707;0;05/11/2020 10:49;;ML_D
KM;VIT;MC;976438;A;K976438A003;201709;0;05/11/2020 10:49;;ML_D
KM;OLS;;608209;R;R608209R008;201706;35;05/11/2020 10:49;;ML_C
KM;DUN;MI;468760;R;R468760R014;201707;47;05/11/2020 10:49;;ML_C
KM;CNO;MC;557842;A;K557842A022;201709;2978;05/11/2020 10:49;;ML_B
KM;NYH;;260192;B;K260192B053;201705;0;05/11/2020 10:49;;ML_A
KM;VLD;MI;101186;R;R101186R004;201706;64;05/11/2020 10:49;;ML_C
KM;VLD;MI;635100;A;R635100A002;201706;21;05/11/2020 10:49;;ML_D
KM;VLD;MC;864757;A;K864757A006;201712;0;05/11/2020 10:49;;ML_D
KM;VIT;MI;446848;R;R446848R005;201707;19;05/11/2020 10:49;;ML_C
KM;BBG;;308805;A;E408884P001;201708;25;05/11/2020 10:49;;ML_A
KM;VLD;MC;621969;A;K621969A002;201703;0;05/11/2020 10:49;;ML_D
KM;VLD;MI;754588;R;R754588R003;201706;0;05/11/2020 10:49;;ML_C
KM;VLD;MI;635100;A;R635100A001;201706;11;05/11/2020 10:49;;ML_D
KM;BBG;;149173;F;E408765SE01;201706;65;05/11/2020 10:49;;ML_A
KM;CHO;MI;538539;A;R538539A001;201709;7;05/11/2020 10:49;;ML_D
KM;VLD;MC;255933;F;K255933F030;201706;0;05/11/2020 10:49;;ML_B
KM;BBG;MI;344357;R;R344357R001;201706;16;05/11/2020 10:49;;ML_C
KM;VIT;;694822;B;K694822B001;201706;0;05/11/2020 10:49;;ML_D
KM;BBG;MC;322584;E;K322584E030;201410;7728;05/11/2020 10:50;;ML_B
KM;CNO;MC;315928;B;K315928B006;201402;4512;05/11/2020 10:50;;ML_A
KM;CNO;MC;315928;B;K315928B012;201410;4486;05/11/2020 10:50;;ML_A
KM2;OLS;MI;444057;D;R444057D002;202204;5;16/04/2022 22:20;28/05/2022 22:30;ML_C
KM;VLD;EL;61656;A;E491089JA02;202301;74;21/01/2023 22:52;25/02/2023 23:16;ML_D
KM2;TC2;MC;892268;X;K892268B004;202204;97;16/04/2022 22:20;28/05/2022 22:30;ML_C
KM;OLS;MI;56477;N;R056477N010;202204;199;16/04/2022 22:20;28/05/2022 22:30;ML_C
KM;VLD;MC;819749;C;K819749C015;201604;2507;05/11/2020 10:50;;ML_B
KM;CHO;MC;76404;A;K076404A005;201705;2616;05/11/2020 10:50;;ML_D
KM;NYH;MC;440708;B;K440708B004;201504;221;05/11/2020 10:50;;ML_A
KM;VIT;MC;440735;R;K440735R012;201310;4880;05/11/2020 10:50;;ML_B
KM;VIT;MC;440735;R;K440735R003;201304;3715;05/11/2020 10:50;;ML_B
KM;VIT;MC;440735;R;K440735R007;201306;5;05/11/2020 10:50;;ML_B
KM;VIT;MC;440735;R;K440735R032;201510;28844;05/11/2020 10:50;;ML_B
KM;VIT;MC;440735;R;K440735R032;201511;14486;05/11/2020 10:50;;ML_B
KM;VIT;MI;440735;R;R440735R016;201301;5;05/11/2020 10:50;;ML_B
KM;VIT;MI;440735;R;R440735R018;201301;601;05/11/2020 10:50;;ML_B
KM;DUN;MC;962421;A;K962421A002;201707;6218;05/11/2020 10:50;;ML_D
KM;OLS;MI;698302;R;R698302R007;201706;35;05/11/2020 10:50;;ML_C
KM;BKR;MI;101186;R;R101186R014;201708;0;05/11/2020 10:50;;ML_C
KM;OLS;MC;916421;B;K916421B001;201707;502;05/11/2020 10:50;;ML_D
KM;BKR;MC;151206;K;K151206K006;201705;4436;05/11/2020 10:50;;ML_B
KM;VLD;MI;101186;R;R101186R013;201706;49;05/11/2020 10:50;;ML_C
KM;VLD;;411024;A;K411024A004;201706;3091;05/11/2020 10:50;;ML_D
KM;CNO;MC;455435;A;K455435A013;201710;15315;05/11/2020 10:50;;ML_D
KM;CNO;MC;731510;T;K731510T004;201801;526;05/11/2020 10:50;;ML_D
KM;NYH;MC;206686;A;K206686A018;201406;2988;05/11/2020 10:50;;ML_A
KM;NYH;MC;206686;A;K206686A012;201303;545;05/11/2020 10:50;;ML_A
KM;NYH;MC;206686;A;K206686A022;201412;2274;05/11/2020 10:50;;ML_A
KM;VLD;MC;481619;A;K481619A002;201802;4960;05/11/2020 10:50;;ML_C
KM;VLD;;619296;B;K619296B006;201703;262;05/11/2020 10:50;;ML_A
KM;BBG;;455435;S;K455435S001;201710;704;05/11/2020 10:50;;ML_D
KM;NYH;MI;396646;A;R396646A004;201709;20;05/11/2020 10:50;;ML_D
KM;NYH;MI;396646;A;R396646A006;201709;44;05/11/2020 10:50;;ML_D
KM;VLD;;621969;A;K621969A005;201703;41;05/11/2020 10:50;;ML_D
KM;VLD;MC;154255;A;K154255A008;201802;0;05/11/2020 10:50;;ML_D
KM;BKR;MC;475948;A;K475948A001;201801;2058;05/11/2020 10:50;;ML_C
KM;VLD;MC;255933;F;K255933F028;201612;6665;05/11/2020 10:50;;ML_B
KM;BKR;MC;989515;T;K989515T003;201801;498;05/11/2020 10:50;;ML_C
KM;BKR;MC;195344;A;K195344A002;201801;4483;05/11/2020 10:50;;ML_C
KM;VLD;MI;154255;S;R154255S002;201611;52;05/11/2020 10:50;;ML_D
KM;BKR;MC;475948;A;K475948A002;201801;1546;05/11/2020 10:50;;ML_C
KM;CNO;MC;380566;A;K380566A020;201712;0;05/11/2020 10:50;;ML_D
KM;VLD;MC;34424;A;K034424A007;201405;1535;05/11/2020 10:50;;ML_B
KM;SWT;;468760;Q;K468760Q015;202301;8602;21/01/2023 22:52;25/02/2023 23:16;ML_C
KM;SWT;;227379;M;K227379M003;202212;1633;21/01/2023 22:52;28/01/2023 23:06;ML_C
KM2;SWT;;263856;R;K263856R001;202301;755;21/01/2023 22:52;25/02/2023 23:16;ML_C
KM;NYH;MC;686164;A;K686164A016;202301;401;21/01/2023 22:52;25/02/2023 23:16;ML_E
KM2;VLD;MC;780235;D;K780235D010;202301;845;21/01/2023 22:52;25/02/2023 23:16;ML_C
KM;PPD;MC;215063;C;K215063C004;202301;808;21/01/2023 22:53;25/02/2023 23:16;ML_C
KM;SWT;;215063;H;K215063H002;202301;503;21/01/2023 22:53;04/02/2023 23:07;ML_C
KM;VLD;MC;34424;B;K034424B014;201606;9364;05/11/2020 10:50;;ML_B
KM;OLS;MC;916421;B;K916421B007;201712;3135;05/11/2020 10:50;;ML_D
KM A;UFR;MC;542075;A;K542075A023;201602;8456;05/11/2020 10:50;;ML_A
KM;UFR;MC;542075;A;K542075A023;201602;8456;05/11/2020 10:50;;ML_A
KM;NYH;MC;560546;A;K560546A003;201504;1139;05/11/2020 10:50;;ML_B
KM;NYH;MI;560546;A;R560546A001;201402;498;05/11/2020 10:50;;ML_B
KM;OLS;MI;694822;P;R694822P007;201711;0;05/11/2020 10:50;;ML_D
KM;BBG;MC;612286;R;K612286R002;201802;4664;05/11/2020 10:50;;ML_C
KM;BKR;MC;512212;A;K512212A005;201801;0;05/11/2020 10:50;;ML_D
KM;BBG;;189394;R;K189394R001;201801;24;05/11/2020 10:50;;ML_C
KM;VLD;EL;866988;A;E408863BS01;201802;55;05/11/2020 10:50;;ML_C
KM;VLD;EL;866988;A;E408863BU02;201802;63;05/11/2020 10:50;;ML_C
KM;CNO;MC;455435;A;K455435A019;201802;481;05/11/2020 10:50;;ML_D
KM;BBG;MC;112293;A;K112293A002;201802;2465;05/11/2020 10:50;;ML_D
KM;CHO;MC;380432;A;K380432A009;201802;0;05/11/2020 10:50;;ML_D
KM;NYH;MC;111997;B;K111997B058;201801;1544;05/11/2020 10:50;;ML_A
KM;NYH;MC;525495;B;K525495B004;201404;303;05/11/2020 10:50;;ML_A
KM;NYH;MC;525495;B;K525495B002;201402;649;05/11/2020 10:50;;ML_A
KM;NYH;MC;525495;A;K525495A030;201510;6585;05/11/2020 10:50;;ML_A
KM;NYH;MC;525495;A;K525495A036;201603;1594;05/11/2020 10:50;;ML_A
KM;NYH;MC;525495;B;K525495B003;201403;1467;05/11/2020 10:50;;ML_A
KM;NYH;MC;525495;C;K525495C004;201608;662;05/11/2020 10:50;;ML_A
KM;SWT;;309832;J;K309832J003;202212;605;21/01/2023 22:52;28/01/2023 23:06;ML_C
KM;OLS;MI;494228;N;R494228N001;202204;5;16/04/2022 22:20;28/05/2022 22:30;ML_C
KM;VLD;MC;112781;A;K112781A003;201306;5129;05/11/2020 10:50;;ML_B
KM;VLD;MC;112781;A;K112781A010;201502;2601;05/11/2020 10:50;;ML_B
KM;VLD;MC;112781;A;K112781A013;201510;7860;05/11/2020 10:50;;ML_B
KM;CNO;MC;694822;A;K694822A017;201709;23379;05/11/2020 10:50;;ML_D
KM;VLD;MI;996785;R;R996785R008;201709;32;05/11/2020 10:50;;ML_C
KM;CNO;MI;711041;A;R711041A004;201709;50;05/11/2020 10:50;;ML_C
KM;NYH;MC;196370;A;K196370A011;201302;2823;05/11/2020 10:50;;ML_A
KM;NYH;MC;184228;B;K184228B006;201304;2082;05/11/2020 10:50;;ML_B
KM;NYH;MC;184228;B;K184228B009;201311;443;05/11/2020 10:50;;ML_B
KM;NYH;MC;184228;B;K184228B014;201412;2652;05/11/2020 10:50;;ML_B
KM;NYH;MC;184228;B;K184228B016;201511;2066;05/11/2020 10:50;;ML_B
KM;NYH;MC;196370;A;K196370A031;201501;666;05/11/2020 10:50;;ML_A
KM;VIT;MI;572820;A;R572820A001;201611;0;05/11/2020 10:50;;ML_D
KM;VIT;MC;572820;A;K572820A013;201707;333;05/11/2020 10:50;;ML_D
KM;CNO;MC;778333;A;K778333A001;201707;0;05/11/2020 10:50;;ML_D
KM;CNO;MI;4481;R;R004481R001;201707;11;05/11/2020 10:50;;ML_C
KM;CHO;MC;152274;A;K152274A009;201706;0;05/11/2020 10:50;;ML_D
KM;TC2;MC;386680;A;K386680A012;201708;0;05/11/2020 10:50;;ML_D
KM;CNO;MC;315928;B;K315928B026;201705;100;05/11/2020 10:50;;ML_A
KM;VLD;MC;835325;S;K835325S003;201611;11;05/11/2020 10:50;;ML_B
KM;VLD;MC;819749;C;K819749C021;201801;0;05/11/2020 10:50;;ML_B
KM;BKR;MC;475948;A;K475948A001;201802;0;05/11/2020 10:50;;ML_C
KM;BBG;MC;462289;A;K462289A007;201801;0;05/11/2020 10:50;;ML_D
KM;TC2;MC;386680;A;K386680A012;201707;886;05/11/2020 10:50;;ML_D
KM;VLD;MC;153632;A;K153632A004;201304;6496;05/11/2020 10:50;;ML_A
KM;NYH;MC;223971;A;K223971A007;201408;1649;05/11/2020 10:50;;ML_A
KM;NYH;MC;223971;A;K223971A007;201409;857;05/11/2020 10:50;;ML_A
KM;UFR;MC;214952;B;K214952B031;201509;1030;05/11/2020 10:50;;ML_B
KM;OLS;MI;56477;N;R056477N012;202204;126;16/04/2022 22:20;28/05/2022 22:30;ML_C
KM;CNO;EL;592495;A;E429438E001;202204;4;16/04/2022 22:20;28/05/2022 22:30;ML_E
KM;CHO;MC;940360;A;K940360A020;202204;1489;16/04/2022 22:20;28/05/2022 22:30;ML_D
KM;TC2;MC;424578;A;K424578A022;202204;1191;16/04/2022 22:20;28/05/2022 22:30;ML_D
KM;OLS;MI;452985;N;R452985N001;202204;5;16/04/2022 22:20;28/05/2022 22:30;ML_C
KM;VLD;MC;144866;A;K144866A012;201710;7741;05/11/2020 10:50;;ML_D
KM2;CNO;MC;444057;D;K444057D008;202204;20784;16/04/2022 22:20;28/05/2022 22:30;ML_C
KM;TC2;EL;249391;S;E429368SA01;202204;65;16/04/2022 22:20;28/05/2022 22:30;ML_E
KM;VLD;MC;34424;A;K034424A014;201601;1994;05/11/2020 10:50;;ML_B
KM;VLD;EL;34424;C;E408571BA01;201406;103;05/11/2020 10:50;;ML_B
KM;VLD;EL;34424;A;E408264DA02;201304;92;05/11/2020 10:50;;ML_B
KM;VLD;EL;34424;A;E408264CA03;201303;13;05/11/2020 10:50;;ML_B
KM;NYH;MC;525495;A;K525495A004;201307;3017;05/11/2020 10:50;;ML_A
KM;UFR;MC;542075;A;K542075A016;201502;9257;05/11/2020 10:50;;ML_A
KM;DVY;MI;557842;R;R557842R023;201607;16;05/11/2020 10:50;;ML_B
KM;CNO;MC;557842;A;K557842A005;201311;3946;05/11/2020 10:50;;ML_B
KM;CNO;MC;557842;A;K557842A009;201503;215;05/11/2020 10:50;;ML_B
KM;CNO;MC;557842;A;K557842A009;201505;3923;05/11/2020 10:50;;ML_B
KM2;VIT;MC;263856;D;K263856D007;202301;2755;21/01/2023 22:52;25/02/2023 23:16;ML_C
KM2;SWT;;568706;C;J602390A004;202212;10;21/01/2023 22:52;28/01/2023 23:06;ML_C
KM;NYH;EL;328940;A;E600104EA01;202301;7;21/01/2023 22:53;25/02/2023 23:16;ML_D
KM;CNO;MI;111390;A;R111390A005;201407;13;05/11/2020 10:50;;ML_B
KM;NYH;MC;111390;R;K111390R006;201311;5464;05/11/2020 10:50;;ML_B
KM;SWT;;309832;J;K309832J003;202301;422;21/01/2023 22:53;11/02/2023 23:08;ML_C
KM;VIT;MI;453031;R;R453031R004;201707;6;05/11/2020 10:50;;ML_C
KM A;UFR;MC;377655;D;K377655D013;201310;2273;05/11/2020 10:50;;ML_B
KM;UFR;MC;377655;D;K377655D013;201310;2273;05/11/2020 10:50;;ML_B
KM;BBG;MC;619296;A;K619296A012;201407;51;05/11/2020 10:50;;ML_B
KM;CNO;MC;830839;R;K830839R001;202204;2324;16/04/2022 22:20;28/05/2022 22:30;ML_C
KM;CNO;MC;348563;B;K348563B014;202204;2360;16/04/2022 22:20;28/05/2022 22:30;ML_E
KM;NYH;MC;680904;A;K680904A005;202204;360;16/04/2022 22:20;28/05/2022 22:30;ML_E
KM;NYH;MC;756996;A;K756996A028;202204;664;16/04/2022 22:20;28/05/2022 22:30;ML_E
KM;VLD;EL;433989;A;E602455AA04;202301;15;21/01/2023 22:53;25/02/2023 23:16;ML_D
KM2;CNO;MC;155543;A;K155543A002;202301;1989;21/01/2023 22:53;25/02/2023 23:16;ML_C
KM2;SWT;;568706;C;J602390A004;202301;302;21/01/2023 22:53;25/02/2023 23:16;ML_C
KM2;SWT;;60414;C;K060414C003;202301;611;21/01/2023 22:53;25/02/2023 23:16;ML_C
KM;NYH;MC;66257;A;K066257A008;201511;1862;05/11/2020 10:50;;ML_A
KM;NYH;MC;66257;B;K066257B001;201608;2737;05/11/2020 10:50;;ML_A
KM;VLD;MC;153632;B;K153632B005;201402;5495;05/11/2020 10:50;;ML_A
KM;BKR;MC;151206;K;K151206K002;201602;6772;05/11/2020 10:50;;ML_B
KM;BKR;MC;151206;K;K151206K004;201603;20;05/11/2020 10:50;;ML_B
KM;BBG;MC;619296;A;K619296A017;201502;2635;05/11/2020 10:50;;ML_B
KM;VLD;EL;619296;B;E417666AB02;201505;98;05/11/2020 10:50;;ML_A
KM;CNO;MC;14878;S;K014878S014;202301;2535;21/01/2023 22:52;25/02/2023 23:16;ML_C
KM2;OLS;MC;377194;D;K377194D002;202301;816;21/01/2023 22:52;25/02/2023 23:16;ML_C
KM;VLD;EL;679125;A;E600506E003;202301;88;21/01/2023 22:52;25/02/2023 23:16;ML_D
KM;SWT;;468760;Q;K468760Q015;202212;3412;21/01/2023 22:52;28/01/2023 23:06;ML_C
KM2;CNO;MC;729565;D;K729565D010;202301;912;21/01/2023 22:52;25/02/2023 23:16;ML_C
KM;VLD;MC;255933;G;K255933G003;201302;10085;05/11/2020 10:50;;ML_B
KM;VLD;MC;255933;F;K255933F021;201512;5487;05/11/2020 10:50;;ML_B
KM;NYH;MC;255933;D;K255933D009;201510;1652;05/11/2020 10:50;;ML_B
KM;NYH;MC;255933;R;K255933R005;201306;2236;05/11/2020 10:50;;ML_B
KM;VLD;EL;260192;B;E408191CA01;201307;63;05/11/2020 10:50;;ML_A
KM;VLD;MC;260192;C;K260192C004;201501;11184;05/11/2020 10:50;;ML_B
KM;VLD;MC;260192;C;K260192C008;201503;6950;05/11/2020 10:50;;ML_B
KM;VLD;MC;260192;C;K260192C002;201410;68;05/11/2020 10:50;;ML_B
KM;NYH;MC;260192;B;K260192B032;201408;2350;05/11/2020 10:50;;ML_A
KM;NYH;MC;260192;B;K260192B032;201409;874;05/11/2020 10:50;;ML_A
KM;NYH;MC;260192;B;K260192B034;201406;7;05/11/2020 10:50;;ML_A
KM;NYH;MC;260192;B;K260192B006;201301;8644;05/11/2020 10:50;;ML_A
KM;NYH;MC;260192;B;K260192B016;201311;6;05/11/2020 10:50;;ML_A
KM;OLS;MC;494228;N;K494228N001;202301;5;21/01/2023 22:53;25/02/2023 23:16;ML_C
KM2;VLD;MC;777556;D;K777556D014;202301;1870;21/01/2023 22:53;25/02/2023 23:16;ML_C
KM2;SWT;;428228;C;K428228C014;202301;1269;21/01/2023 22:53;25/02/2023 23:16;ML_C
KM2;SWT;;428228;C;K428228C014;202212;8;21/01/2023 22:53;28/01/2023 23:06;ML_C
KM;UFR;MC;151206;C;K151206C017;201408;3780;05/11/2020 10:50;;ML_B
KM;UFR;MC;151206;C;K151206C022;201502;10372;05/11/2020 10:50;;ML_B
KM A;UFR;MC;151206;C;K151206C031;201606;6762;05/11/2020 10:50;;ML_B
KM;UFR;MC;151206;C;K151206C031;201606;6762;05/11/2020 10:50;;ML_B
