POST_C;PLANT_C;INDUS_TYPE;CAI;LPC;CGL_C;YEAR_MONTH;PROD_QT;CREATION_DT;UPDATE_DT;MATERIAL_C
KM;NYH;MC;396646;B;K396646B003;201912;83;05/11/2020 11:15;;ML_D
KM;OLS;MC;777386;L;K777386L001;201912;0;05/11/2020 11:15;;ML_C
KM;OLS;EL;380566;P;E438373A003;201912;18;05/11/2020 11:15;;ML_D
KM;NYH;MC;69977;A;K069977A009;201912;531;05/11/2020 11:15;;ML_E
KM;CNO;MC;426680;A;K426680A016;201912;15470;05/11/2020 11:15;;ML_D
KM;NYH;MC;440708;C;K440708C015;201912;472;05/11/2020 11:15;;ML_A
KM;CNO;MI;680416;A;R680416A004;201912;60;05/11/2020 11:15;;ML_E
KM;UFR;EL;251112;A;E429206M001;201911;60;05/11/2020 11:15;;ML_E
KM;UFR;EL;251112;A;E429206M001;201912;0;05/11/2020 11:15;;ML_E
KM2;VLD;EL;680273;C;E428744A005;201912;0;05/11/2020 11:15;;ML_D
KM2;VLD;EL;680273;C;E428744B002;201912;0;05/11/2020 11:15;;ML_D
KM;BBG;MC;364747;A;K364747A012;201912;6752;05/11/2020 11:15;;ML_D
KM2;VIT;MC;637;A;K000637A010;201912;9300;05/11/2020 11:15;;ML_D
KM2;VLD;MC;667631;A;K667631A024;202001;0;05/11/2020 11:15;;ML_D
KM;VLD;MC;421458;A;K421458A014;202001;2410;05/11/2020 11:15;;ML_D
KM;VIT;MC;40457;A;K040457A003;202001;28;05/11/2020 11:15;;ML_D
KM2;VLD;MC;667631;A;K667631A021;202001;0;05/11/2020 11:15;;ML_D
KM;BKR;MC;88478;T;K088478T005;202001;0;05/11/2020 11:15;;ML_C
KM;CNO;MC;956602;A;K956602A012;202001;2003;05/11/2020 11:15;;ML_C
KM;VIT;MC;455052;A;K455052A006;202001;0;05/11/2020 11:15;;ML_E
KM;CHO;MC;538539;C;K538539C004;202001;0;05/11/2020 11:15;;ML_D
KM;NYH;EL;144925;A;E429370A001;202001;129;05/11/2020 11:15;;ML_E
KM;CNO;MC;668156;A;K668156A008;202001;536;05/11/2020 11:15;;ML_D
KM;CNO;MC;100706;A;K100706A019;202001;334;05/11/2020 11:15;;ML_C
KM;BKR;MC;468760;A;K468760A018;202001;0;05/11/2020 11:15;;ML_C
KM;NYH;MC;39483;A;K039483A004;201911;400;05/11/2020 11:15;;ML_E
KM2;CNO;MI;649276;A;R649276A011;201911;36;05/11/2020 11:15;;ML_D
KM;VIT;MC;572820;S;K572820S004;201911;0;05/11/2020 11:15;;ML_D
KM;CNO;MC;426680;A;K426680A016;201911;6514;05/11/2020 11:15;;ML_D
KM2;VLD;EL;680273;C;E428744T002;201911;132;05/11/2020 11:15;;ML_D
KM;VIT;MC;609367;A;K609367A002;201911;0;05/11/2020 11:15;;ML_D
KM;VIT;MC;409522;S;K409522S008;201911;0;05/11/2020 11:15;;ML_C
KM;CNO;MC;731510;T;K731510T011;202001;284;05/11/2020 11:15;;ML_D
KM;CNO;MC;607946;R;K607946R002;202001;4270;05/11/2020 11:15;;ML_D
KM;VIT;MC;194560;A;K194560A028;202001;10028;05/11/2020 11:15;;ML_C
KM;TC2;MI;602501;P;R602501A006;202001;25;05/11/2020 11:15;;ML_E
KM;VIT;EL;790681;B;E429378AA02;202001;6;05/11/2020 11:15;;ML_E
KM;CNO;MC;144866;S;K144866S018;202001;6896;05/11/2020 11:15;;ML_D
KM;CHO;MI;905116;F;R905116F003;201912;0;05/11/2020 11:15;;ML_D
KM;VLD;MC;621969;A;K621969A021;202001;1727;05/11/2020 11:15;;ML_D
KM;NYH;MC;272795;B;K272795B006;202001;515;05/11/2020 11:15;;ML_B
KM;VIT;MC;253000;C;K253000C006;201912;9903;05/11/2020 11:15;;ML_C
KM;VIT;;959429;B;K959429B006;201912;0;05/11/2020 11:15;;ML_C
KM;CNO;;154255;S;K154255S019;201912;3101;05/11/2020 11:15;;ML_D
KM2;BBG;;730782;A;K730782A013;201912;0;05/11/2020 11:15;;ML_D
KM;CNO;;607988;A;K607988A011;201912;0;05/11/2020 11:15;;ML_C
KM;BKR;;989515;A;K989515A010;201912;1744;05/11/2020 11:15;;ML_C
KM;VIT;MC;446325;A;K446325A018;202001;2259;05/11/2020 11:15;;ML_D
KM;NYH;MC;777723;A;K777723A016;202001;1807;05/11/2020 11:15;;ML_A
KM;VIT;MC;446848;A;K446848A023;201912;2001;05/11/2020 11:15;;ML_C
KM;OLS;MC;608209;M;K608209M001;202001;3354;05/11/2020 11:15;;ML_C
KM;OLS;MC;56477;L;K056477L001;202001;4046;05/11/2020 11:15;;ML_C
KM;CNO;EL;4481;A;E428757G001;201912;27;05/11/2020 11:15;;ML_C
KM;CHO;MC;4397;A;K004397A015;202001;608;05/11/2020 11:15;;ML_D
KM2;OLS;MI;730782;F;R730782F005;201912;0;05/11/2020 11:15;;ML_D
KM;CNO;MC;694822;A;K694822A045;202001;0;05/11/2020 11:15;;ML_D
KM;TC2;MC;386680;B;K386680B005;202001;5262;05/11/2020 11:15;;ML_D
KM;OLS;MC;468760;L;K468760L003;201912;3127;05/11/2020 11:15;;ML_C
KM;VIT;MC;839697;A;K839697A016;201912;3658;05/11/2020 11:15;;ML_D
KM2;VLD;MC;213026;A;K213026A041;201912;3052;05/11/2020 11:15;;ML_D
KM;BBG;MC;777386;A;K777386A092;202001;2626;05/11/2020 11:15;;ML_C
KM;VIT;MC;454586;A;K454586A002;201912;1762;05/11/2020 11:15;;ML_E
KM;TC2;MC;120252;A;K120252A013;202001;0;05/11/2020 11:15;;ML_E
KM;CNO;MC;607988;T;K607988T009;202001;2023;05/11/2020 11:15;;ML_C
KM;CHO;MC;76404;B;K076404B003;202001;2179;05/11/2020 11:15;;ML_D
KM;CNO;MC;777386;A;K777386A096;202001;31083;05/11/2020 11:15;;ML_C
KM2;VLD;MC;749401;A;K749401A024;201912;0;05/11/2020 11:15;;ML_D
KM2;CNO;MI;649276;A;R649276A012;201912;68;05/11/2020 11:15;;ML_D
KM;CNO;MC;426680;A;K426680A016;202001;17313;05/11/2020 11:15;;ML_D
KM2;BKR;MC;649276;A;K649276A001;202001;2725;05/11/2020 11:15;;ML_D
KM;BBG;MC;100706;B;K100706B005;201912;0;05/11/2020 11:15;;ML_C
KM;CNO;MC;370933;A;K370933A035;202001;18430;05/11/2020 11:15;;ML_D
KM;OLS;MC;455435;P;K455435P008;201912;6961;05/11/2020 11:15;;ML_D
KM;NYH;MC;396646;B;K396646B003;202001;0;05/11/2020 11:15;;ML_D
KM;CNO;MC;694822;A;K694822A046;202001;36346;05/11/2020 11:15;;ML_D
KM2;BKR;MC;103437;A;K103437A001;202001;0;05/11/2020 11:15;;ML_D
KM;NYH;MC;525495;F;K525495F011;202001;738;05/11/2020 11:15;;ML_A
KM;NYH;MC;603452;B;K603452B006;202001;354;05/11/2020 11:15;;ML_D
KM;NYH;EL;179074;A;E429369A001;202001;79;05/11/2020 11:15;;ML_E
KM2;BKR;MC;649240;A;K649240A004;202001;0;05/11/2020 11:15;;ML_D
KM;VIT;MC;983091;A;K983091A011;202001;0;05/11/2020 11:15;;ML_D
KM;VIT;MC;233188;A;K233188A018;202001;0;05/11/2020 11:15;;ML_C
KM;VIT;MC;455435;A;K455435A057;202001;447;05/11/2020 11:15;;ML_D
KM2;BBG;MI;680273;E;R680273E018;202001;0;05/11/2020 11:15;;ML_D
KM;OLS;MC;512212;P;K512212P002;202001;0;05/11/2020 11:15;;ML_D
KM;NYH;MI;867263;A;R867263A010;202001;90;05/11/2020 11:15;;ML_E
KM;VIT;MC;409522;S;K409522S008;202001;0;05/11/2020 11:15;;ML_C
KM;VIT;MI;488916;R;R488916R002;202001;0;05/11/2020 11:15;;ML_C
KM2;VIT;MC;152122;A;K152122A011;202001;0;05/11/2020 11:15;;ML_D
KM;NYH;EL;414910;A;E429284LA01;202001;14;05/11/2020 11:15;;ML_E
KM2;BBG;MC;680273;A;K680273A050;201912;0;05/11/2020 11:15;;ML_D
KM2;BBG;MC;730782;A;K730782A016;201912;0;05/11/2020 11:15;;ML_D
KM2;BBG;MC;86442;A;K086442A033;202001;0;05/11/2020 11:15;;ML_D
KM;VIT;MC;253000;C;K253000C007;201912;3564;05/11/2020 11:15;;ML_C
KM;BKR;MC;7072;B;K007072B003;202001;8935;05/11/2020 11:15;;ML_C
KM;NYH;MC;184228;C;K184228C007;202001;0;05/11/2020 11:15;;ML_B
KM;NYH;MC;440708;C;K440708C015;201911;1275;05/11/2020 11:15;;ML_A
KM;NYH;EL;833010;A;E429207LA01;201911;7;05/11/2020 11:15;;ML_E
KM;CHO;MI;380432;B;R380432B004;201911;0;05/11/2020 11:15;;ML_D
KM;VIT;MC;777386;A;K777386A078;201911;0;05/11/2020 11:15;;ML_C
KM;VIT;MC;767806;A;K767806A003;201911;0;05/11/2020 11:15;;ML_D
KM;VIT;MC;455052;A;K455052A004;201911;0;05/11/2020 11:15;;ML_E
KM;VLD;MC;72413;A;K072413A034;201911;0;05/11/2020 11:15;;ML_D
KM;BBG;MC;216561;T;K216561T007;201911;0;05/11/2020 11:15;;ML_C
KM;CNO;MC;278806;R;K278806R004;201911;7458;05/11/2020 11:15;;ML_C
KM;TC2;MC;507788;B;K507788B003;201911;0;05/11/2020 11:15;;ML_D
KM;VLD;MC;334094;B;K334094B009;201911;0;05/11/2020 11:15;;ML_D
KM;BKR;MC;199151;R;K199151R005;201911;2052;05/11/2020 11:15;;ML_C
KM;NYH;MC;272795;B;K272795B006;201911;870;05/11/2020 11:15;;ML_B
KM;VLD;MI;702367;R;R702367R007;201911;0;05/11/2020 11:15;;ML_C
KM;VIT;MC;629167;A;K629167A008;201911;1136;05/11/2020 11:15;;ML_E
KM2;VIT;MC;862539;A;K862539A005;201911;9232;05/11/2020 11:15;;ML_D
KM;OLS;MC;608209;M;K608209M001;201911;1836;05/11/2020 11:15;;ML_C
KM;VIT;MI;101258;A;R101258A001;201911;159;05/11/2020 11:15;;ML_C
KM;VLD;MC;635100;A;K635100A022;201911;0;05/11/2020 11:15;;ML_E
KM;NYH;EL;58168;A;E429283JA01;201911;7;05/11/2020 11:15;;ML_E
KM;NYH;EL;627830;A;E429373MA02;201911;11;05/11/2020 11:15;;ML_E
KM;CNO;;195344;T;K195344T010;201911;1290;05/11/2020 11:15;;ML_C
KM2;OLS;EL;655078;L;E438305A005;202001;75;05/11/2020 11:15;;ML_C
KM2;BKR;;103437;A;K103437A001;202001;0;05/11/2020 11:15;;ML_D
KM2;BBG;MC;242899;A;K242899A007;202001;0;05/11/2020 11:15;;ML_D
KM;BBG;MC;959629;T;K959629T005;202001;0;05/11/2020 11:15;;ML_C
KM;BKR;MC;763913;A;K763913A002;202001;2078;05/11/2020 11:15;;ML_C
KM;VLD;MC;334094;B;K334094B010;201912;3062;05/11/2020 11:15;;ML_D
KM;DUN;MC;962421;A;K962421A004;202001;0;05/11/2020 11:15;;ML_D
KM2;BBG;MC;86442;A;K086442A024;201912;0;05/11/2020 11:15;;ML_D
KM2;BBG;MC;366911;A;K366911A017;202001;2;05/11/2020 11:15;;ML_D
KM;CNO;MC;100706;B;K100706B004;202001;3073;05/11/2020 11:15;;ML_C
KM2;VLD;MC;553792;A;K553792A013;202001;2653;05/11/2020 11:15;;ML_D
KM;VIT;MC;777386;A;K777386A089;202001;0;05/11/2020 11:15;;ML_C
KM;VLD;MC;481619;T;K481619T022;201912;0;05/11/2020 11:15;;ML_C
KM;VIT;MC;39346;S;K039346S011;202001;4218;05/11/2020 11:15;;ML_C
KM;CNO;MC;557842;A;K557842A033;202001;4834;05/11/2020 11:15;;ML_B
KM2;OLS;MC;120353;B;K120353B021;201912;0;05/11/2020 11:15;;ML_D
KM2;VLD;MC;213026;A;K213026A041;202001;0;05/11/2020 11:15;;ML_D
KM;VIT;EL;888402;A;E429312N001;201912;77;05/11/2020 11:15;;ML_C
KM;VIT;MC;422336;A;K422336A004;202001;62;05/11/2020 11:15;;ML_C
KM;VIT;MC;530027;T;K530027T007;202001;5047;05/11/2020 11:15;;ML_C
KM2;BBG;;921900;A;K921900A020;202001;0;05/11/2020 11:15;;ML_D
KM2;BBG;;479146;A;K479146A002;202001;0;05/11/2020 11:15;;ML_D
KM2;BBG;MC;242899;A;K242899A007;201912;0;05/11/2020 11:15;;ML_D
KM;VIT;MC;177160;A;K177160A010;202001;4184;05/11/2020 11:15;;ML_D
KM;BKR;MC;885301;R;K885301R010;202001;220;05/11/2020 11:15;;ML_C
KM;NYH;MI;841717;A;R841717A002;201912;0;05/11/2020 11:15;;ML_E
KM;NYH;MC;400882;A;K400882A007;201912;0;05/11/2020 11:15;;ML_D
KM;NYH;MC;206686;B;K206686B008;202001;0;05/11/2020 11:15;;ML_A
KM;BBG;MC;238221;S;K238221S004;201912;2917;05/11/2020 11:15;;ML_C
KM;BBG;MC;777386;A;K777386A081;201912;0;05/11/2020 11:15;;ML_C
KM;CNO;MC;370933;A;K370933A035;201912;2785;05/11/2020 11:15;;ML_D
KM;BBG;MC;777386;A;K777386A086;202001;0;05/11/2020 11:15;;ML_C
KM;CNO;MC;200433;R;K200433R001;202001;0;05/11/2020 11:15;;ML_C
KM;TC2;MC;49220;A;K049220A009;201912;0;05/11/2020 11:15;;ML_E
KM;VIT;MC;777386;A;K777386A083;202001;60023;05/11/2020 11:15;;ML_C
KM;VLD;MC;411024;A;K411024A050;202001;2473;05/11/2020 11:15;;ML_D
KM2;VIT;MC;301894;A;K301894A005;201912;1992;05/11/2020 11:15;;ML_D
KM2;CNO;MI;649276;A;R649276A011;201912;0;05/11/2020 11:15;;ML_D
KM;OLS;MC;512212;P;K512212P005;201912;779;05/11/2020 11:15;;ML_D
KM;CNO;MC;489162;A;K489162A022;202001;1126;05/11/2020 11:15;;ML_C
KM;NYH;MC;817080;A;K817080A016;201912;1250;05/11/2020 11:15;;ML_B
KM;VLD;MC;215021;S;K215021S013;202001;2336;05/11/2020 11:15;;ML_C
KM;TC2;MI;507788;X;R507788C001;201911;213;05/11/2020 11:15;;ML_D
KM;VIT;MC;530027;T;K530027T005;201911;0;05/11/2020 11:15;;ML_C
KM;CHO;MC;216561;A;K216561A006;201912;0;05/11/2020 11:15;;ML_C
KM;BKR;MC;179411;A;K179411A009;201912;1832;05/11/2020 11:15;;ML_D
KM;BKR;MI;240179;A;R240179A001;201912;0;05/11/2020 11:15;;ML_E
KM;BKR;MC;777386;A;K777386A071;201912;0;05/11/2020 11:15;;ML_C
KM;BKR;MC;183916;A;K183916A002;201912;7856;05/11/2020 11:15;;ML_C
KM;BBG;MC;612286;R;K612286R011;201912;7841;05/11/2020 11:15;;ML_C
KM;VLD;MC;952216;S;K952216S014;201912;0;05/11/2020 11:15;;ML_C
KM;CNO;MC;475948;T;K475948T012;201912;0;05/11/2020 11:15;;ML_C
KM;BBG;MC;364747;A;K364747A011;201912;0;05/11/2020 11:15;;ML_D
KM;CNO;MC;100706;A;K100706A015;201912;2842;05/11/2020 11:15;;ML_C
KM2;VLD;EL;680273;C;E428744Y007;201911;104;05/11/2020 11:15;;ML_D
KM;NYH;MC;111997;C;K111997C005;201912;2266;05/11/2020 11:15;;ML_A
KM;VLD;MC;920434;A;K920434A004;201911;0;05/11/2020 11:15;;ML_E
KM;VIT;MC;421991;A;K421991A005;201912;0;05/11/2020 11:15;;ML_C
KM2;CNO;MC;199208;A;K199208A003;201912;0;05/11/2020 11:15;;ML_D
KM;CNO;MC;607988;A;K607988A012;201912;2303;05/11/2020 11:15;;ML_C
KM;TC2;EL;507788;Y;E430846G002;201911;14;05/11/2020 11:15;;ML_D
KM;TC2;EL;507788;Y;E430846G002;201912;0;05/11/2020 11:15;;ML_D
KM;BKR;MC;7072;A;K007072A011;201912;9181;05/11/2020 11:15;;ML_C
KM2;OLS;MC;991636;B;K991636B003;201912;2211;05/11/2020 11:15;;ML_D
KM;BBG;MC;939928;A;K939928A014;201911;0;05/11/2020 11:15;;ML_C
KM;BKR;MI;74440;R;R074440R001;202001;4;05/11/2020 11:15;;ML_C
KM;VLD;MC;754588;S;K754588S009;202001;2035;05/11/2020 11:15;;ML_C
KM;VIT;MC;432508;A;K432508A007;202001;0;05/11/2020 11:15;;ML_E
KM;VLD;MC;72413;A;K072413A046;202001;0;05/11/2020 11:15;;ML_D
KM;NYH;MI;867263;A;R867263A009;202001;88;05/11/2020 11:15;;ML_E
KM;OLS;EL;380566;P;E438373G001;202001;0;05/11/2020 11:15;;ML_D
KM;VIT;MC;536042;A;K536042A010;202001;0;05/11/2020 11:15;;ML_E
KM;UFR;EL;162543;A;E429205NA01;202001;0;05/11/2020 11:15;;ML_E
KM;CNO;MC;452329;A;K452329A018;202001;2393;05/11/2020 11:15;;ML_C
KM;NYH;EL;58168;A;E429283KA02;202001;0;05/11/2020 11:15;;ML_E
KM;VIT;MC;536042;A;K536042A013;202001;10;05/11/2020 11:15;;ML_E
KM;VIT;MI;558857;R;R558857R005;202001;80;05/11/2020 11:15;;ML_C
KM;VLD;MC;34424;C;K034424C025;202001;2961;05/11/2020 11:15;;ML_B
KM;VIT;EL;812250;A;E438660AA02;202001;6;05/11/2020 11:15;;ML_D
KM;CNO;MC;607988;A;K607988A012;201911;576;05/11/2020 11:15;;ML_C
KM;CNO;MC;823776;A;K823776A003;201910;839;05/11/2020 11:15;;ML_D
KM;NYH;EL;299779;A;E438220A001;201911;0;05/11/2020 11:15;;ML_E
KM;VLD;MC;411024;A;K411024A042;201911;0;05/11/2020 11:15;;ML_D
KM;VLD;MC;864757;C;K864757C013;201910;1446;05/11/2020 11:15;;ML_D
KM;VIT;MC;814911;A;K814911A007;201911;1359;05/11/2020 11:15;;ML_E
KM;BBG;MC;439623;A;K439623A013;201911;0;05/11/2020 11:15;;ML_C
KM;VIT;MC;351459;A;K351459A001;201911;0;05/11/2020 11:15;;ML_E
KM;UFR;EL;162543;A;E429205LA01;201911;10;05/11/2020 11:15;;ML_E
KM;BBG;MC;777386;A;K777386A073;201911;0;05/11/2020 11:15;;ML_C
KM;BKR;MC;146197;A;K146197A002;201911;20;05/11/2020 11:15;;ML_C
KM;VLD;MC;864757;C;K864757C013;201911;6972;05/11/2020 11:15;;ML_D
KM;UFR;EL;251112;A;E429206K001;201911;59;05/11/2020 11:15;;ML_E
KM2;VLD;EL;680273;C;E428744A005;201911;88;05/11/2020 11:15;;ML_D
KM2;VLD;EL;680273;C;E428744W002;201911;78;05/11/2020 11:15;;ML_D
KM;CNO;MC;229752;R;K229752R001;201911;544;05/11/2020 11:15;;ML_C
KM2;VLD;MC;213026;A;K213026A037;201911;0;05/11/2020 11:15;;ML_D
KM;VLD;MC;72413;A;K072413A046;201911;435;05/11/2020 11:15;;ML_D
KM;BKR;MC;151206;K;K151206K007;201911;801;05/11/2020 11:15;;ML_B
KM;CNO;MC;7072;A;K007072A013;201911;3173;05/11/2020 11:15;;ML_C
KM;CHO;MC;99724;C;K099724C008;202001;173;05/11/2020 11:15;;ML_D
KM;CNO;MC;7072;A;K007072A014;202001;11262;05/11/2020 11:15;;ML_C
KM;VIT;MC;1633;A;K001633A022;201912;10879;05/11/2020 11:15;;ML_C
KM;BKR;MC;777386;G;K777386G003;201912;0;05/11/2020 11:15;;ML_C
KM;CNO;MC;380566;A;K380566A084;201912;0;05/11/2020 11:15;;ML_D
KM;VIT;MI;777386;A;R777386A013;201912;892;05/11/2020 11:15;;ML_C
KM;OLS;MC;455435;P;K455435P003;201912;5;05/11/2020 11:15;;ML_D
KM;CNO;MC;897243;G;K897243G005;201912;4137;05/11/2020 11:15;;ML_C
KM;VLD;MC;538815;S;K538815S011;201912;4668;05/11/2020 11:15;;ML_D
KM;VLD;MC;215021;S;K215021S013;201912;1090;05/11/2020 11:15;;ML_C
KM;BBG;MC;236965;A;K236965A008;201912;3386;05/11/2020 11:15;;ML_D
KM;BBG;MC;100706;B;K100706B003;201912;0;05/11/2020 11:15;;ML_C
KM;BBG;MC;777386;A;K777386A069;201912;0;05/11/2020 11:15;;ML_C
KM;CNO;MC;446848;A;K446848A022;201912;1321;05/11/2020 11:15;;ML_C
KM;VLD;MC;920339;A;K920339A013;201911;0;05/11/2020 11:15;;ML_E
KM;UFR;MC;765789;A;K765789A013;201912;154;05/11/2020 11:15;;ML_E
KM;VIT;MC;959429;B;K959429B002;201911;0;05/11/2020 11:15;;ML_C
KM;VIT;MC;186217;A;K186217A022;201912;11071;05/11/2020 11:15;;ML_D
KM;VIT;MC;517323;A;K517323A008;201912;0;05/11/2020 11:15;;ML_E
KM;TC2;MC;495886;A;K495886A006;201912;3243;05/11/2020 11:15;;ML_E
KM;CNO;MC;711041;G;K711041G006;201912;3424;05/11/2020 11:15;;ML_C
KM;BBG;MC;777386;A;K777386A088;202001;0;05/11/2020 11:15;;ML_C
KM;TC2;MC;358338;A;K358338A004;202001;1068;05/11/2020 11:15;;ML_E
KM;TC2;MC;320613;B;K320613B008;202001;0;05/11/2020 11:15;;ML_D
KM2;VLD;MC;213026;A;K213026A039;202001;0;05/11/2020 11:15;;ML_D
KM;TC2;MC;320613;B;K320613B010;201912;927;05/11/2020 11:15;;ML_D
KM;CNO;MI;411024;A;R411024A005;202001;15;05/11/2020 11:15;;ML_D
KM;TC2;MC;424578;A;K424578A007;202001;0;05/11/2020 11:15;;ML_D
KM;CNO;MC;452329;A;K452329A016;202001;1449;05/11/2020 11:15;;ML_C
KM;BBG;MC;183958;S;K183958S001;202001;0;05/11/2020 11:15;;ML_C
KM2;BKR;MC;213026;A;K213026A036;202001;0;05/11/2020 11:15;;ML_D
KM;VLD;MC;411024;A;K411024A051;202001;2692;05/11/2020 11:15;;ML_D
KM;CNO;MC;607988;A;K607988A013;202001;462;05/11/2020 11:15;;ML_C
KM;TC2;MC;524245;A;K524245A010;202001;2452;05/11/2020 11:15;;ML_E
KM;OLS;MC;88478;L;K088478L004;202001;832;05/11/2020 11:15;;ML_C
KM;VIT;MC;421991;A;K421991A005;202001;0;05/11/2020 11:15;;ML_C
KM;CNO;MI;745413;A;R745413A012;202001;20;05/11/2020 11:15;;ML_D
KM;BKR;MC;989515;A;K989515A010;202001;388;05/11/2020 11:15;;ML_C
KM2;BKR;MC;637;A;K000637A009;202001;0;05/11/2020 11:15;;ML_D
KM;CHO;MI;152274;A;R152274A031;202001;0;05/11/2020 11:15;;ML_D
KM;NYH;MC;84613;B;K084613B005;202001;0;05/11/2020 11:15;;ML_E
KM;NYH;MC;39483;A;K039483A003;202001;0;05/11/2020 11:15;;ML_E
KM;CNO;MI;520185;A;R520185A002;202001;0;05/11/2020 11:15;;ML_E
KM;BKR;MI;74440;R;R074440R002;202001;15;05/11/2020 11:15;;ML_C
KM2;OLS;MI;730782;F;R730782F008;202001;0;05/11/2020 11:15;;ML_D
KM;VIT;MC;609166;A;K609166A004;202001;0;05/11/2020 11:15;;ML_E
KM;VLD;MC;866988;A;K866988A011;202001;1166;05/11/2020 11:15;;ML_C
KM;VLD;MC;31029;A;K031029A026;202001;413;05/11/2020 11:15;;ML_E
KM;CNO;MC;694822;A;K694822A040;202001;0;05/11/2020 11:15;;ML_D
KM;VLD;MI;516105;A;R516105A007;202001;13;05/11/2020 11:15;;ML_D
KM;BKR;MC;328641;A;K328641A004;202001;442;05/11/2020 11:15;;ML_A
KM;OLS;MI;777386;L;R777386L003;202001;544;05/11/2020 11:15;;ML_C
KM;CNO;MC;162753;A;K162753A007;202001;394;05/11/2020 11:15;;ML_D
KM;VIT;MC;819493;R;K819493R018;202001;158;05/11/2020 11:15;;ML_C
KM;VIT;MC;349618;A;K349618A008;202001;381;05/11/2020 11:15;;ML_D
KM;VIT;MC;409522;S;K409522S014;202001;2764;05/11/2020 11:15;;ML_C
KM;UFR;MI;765789;A;R765789A014;202001;2;05/11/2020 11:15;;ML_E
KM;CHO;MC;99724;C;K099724C005;201912;0;05/11/2020 11:15;;ML_D
KM;VIT;MC;396776;A;K396776A007;202001;241;05/11/2020 11:15;;ML_E
KM;NYH;MC;400882;A;K400882A010;202001;2084;05/11/2020 11:15;;ML_D
KM;NYH;MC;686164;A;K686164A003;202001;0;05/11/2020 11:15;;ML_E
KM;BKR;MC;512212;A;K512212A006;202001;0;05/11/2020 11:15;;ML_D
KM;BKR;MC;786593;A;K786593A019;202001;1435;05/11/2020 11:15;;ML_D
KM;BBG;MC;141668;R;K141668R013;202001;0;05/11/2020 11:15;;ML_C
KM;OLS;MC;873342;M;K873342M002;202001;0;05/11/2020 11:15;;ML_C
KM;UFR;MC;463876;D;K463876D002;202001;607;05/11/2020 11:15;;ML_B
KM;VLD;MC;905801;S;K905801S018;202001;2835;05/11/2020 11:15;;ML_D
KM;BKR;MC;777386;G;K777386G005;202001;26271;05/11/2020 11:15;;ML_C
KM;BKR;MC;777386;T;K777386T036;202001;6124;05/11/2020 11:15;;ML_C
KM;VLD;MC;72413;A;K072413A048;202001;0;05/11/2020 11:15;;ML_D
KM;CNO;MC;195344;T;K195344T010;202001;1588;05/11/2020 11:15;;ML_C
KM;VIT;MC;129634;S;K129634S003;202001;7557;05/11/2020 11:15;;ML_C
KM;VIT;MC;365297;R;K365297R007;202001;4687;05/11/2020 11:15;;ML_C
KM;NYH;EL;414910;A;E429284KA01;202001;14;05/11/2020 11:15;;ML_E
KM;NYH;MC;112380;A;K112380A007;202001;481;05/11/2020 11:15;;ML_E
KM;VLD;MC;745413;A;K745413A034;202001;9189;05/11/2020 11:15;;ML_D
KM;CNO;MC;823776;A;K823776A004;202001;1349;05/11/2020 11:15;;ML_D
KM;NYH;MC;221310;A;K221310A002;202001;249;05/11/2020 11:15;;ML_E
KM;VLD;MC;996785;S;K996785S015;202001;3012;05/11/2020 11:15;;ML_C
KM;VIT;MC;446848;B;K446848B007;202001;3554;05/11/2020 11:15;;ML_C
KM;BKR;MI;112293;A;R112293A004;202001;7;05/11/2020 11:15;;ML_D
KM;CNO;MC;475948;T;K475948T014;202001;991;05/11/2020 11:15;;ML_C
KM;BKR;;989515;T;K989515T010;202001;2340;05/11/2020 11:15;;ML_C
KM2;BBG;MC;975294;A;K975294A002;202001;0;05/11/2020 11:15;;ML_D
KM;BBG;MC;364747;A;K364747A011;202001;0;05/11/2020 11:15;;ML_D
KM;BBG;MC;141668;R;K141668R016;202001;0;05/11/2020 11:15;;ML_C
KM;CNO;MC;462289;A;K462289A013;202001;4875;05/11/2020 11:15;;ML_D
KM;CHO;MC;4397;A;K004397A013;201912;0;05/11/2020 11:15;;ML_D
KM;VLD;MC;996785;S;K996785S013;201912;2550;05/11/2020 11:15;;ML_C
KM;VIT;MC;446848;B;K446848B006;201912;323;05/11/2020 11:15;;ML_C
KM;CNO;;195344;T;K195344T010;202001;431;05/11/2020 11:15;;ML_C
KM;BKR;;195344;T;K195344T009;201912;0;05/11/2020 11:15;;ML_C
KM;BKR;;88478;T;K088478T005;201912;0;05/11/2020 11:15;;ML_C
KM2;BKR;;552046;A;K552046A001;201912;329;05/11/2020 11:15;;ML_D
KM;CHO;MC;100706;A;K100706A016;202001;0;05/11/2020 11:15;;ML_C
KM;CHO;MC;216561;A;K216561A017;202001;0;05/11/2020 11:15;;ML_C
KM;CNO;MC;894656;A;K894656A010;202001;4321;05/11/2020 11:15;;ML_C
KM;TC2;MC;424578;A;K424578A002;201912;0;05/11/2020 11:15;;ML_D
KM2;BBG;MC;872732;A;K872732A016;202001;433;05/11/2020 11:15;;ML_D
KM;BBG;MC;364747;A;K364747A009;201911;0;05/11/2020 11:15;;ML_D
KM;CHO;MC;380432;D;K380432D002;201911;0;05/11/2020 11:15;;ML_D
KM;TC2;MC;835346;A;K835346A008;201911;0;05/11/2020 11:15;;ML_E
KM;VIT;MC;396776;A;K396776A001;201911;0;05/11/2020 11:15;;ML_E
